order_id,customer_id,order_date,status,region_code
49,333,2024-10-02 13:16:19,DELIVERED,WEST
50,332,2025-05-24 19:33:22,DELIVERED,WEST
51,261,03-12-2024,DELIVERED,WEST
52,36,2025-07-14 11:38:53,PLACED,SOUTH
53,,11-12-2023,SHIPPED,EAST
54,283,2025-03-05 05:34:57,DELIVERED,CENTRAL
55,39,2023-08-31 12:05:41,SHIPPED,EAST
56,256,2024-04-11 12:05:10,PLACED,WEST
57,223,2024-05-19 09:23:49,DELIVERED,SOUTH
58,591,29-05-2023,DELIVERED,EAST
59,591,2023-03-28 20:56:58,RETURNED,EAST
60,445,2023-07-07 06:04:35,CANCELLED,SOUTH
61,12,2025-09-09 01:53:11,DELIVERED,EAST
62,327,2023-08-21 08:44:50,DELIVERED,SOUTH
63,403,2025-07-13 12:08:10,DELIVERED,NORTH
64,297,2023-08-18 22:18:08,SHIPPED,NORTH
65,51,2024-02-12 20:52:15,PLACED,CENTRAL
66,134,2025-01-17 02:05:25,DELIVERED,WEST
67,586,2025-08-14 22:01:35,RETURNED,CENTRAL
68,74,2024-10-30 02:00:45,DELIVERED,CENTRAL
69,424,2024-06-25 01:51:29,SHIPPED,EAST
70,25,2023-09-20 22:17:36,RETURNED,CENTRAL
71,453,2024-11-15 05:40:00,PLACED,SOUTH
72,383,2023-05-14 07:23:39,SHIPPED,NORTH
73,152,2024-03-22 21:40:39,PLACED,NORTH
74,,2023-11-21 16:26:25,DELIVERED,SOUTH
75,536,2025-05-02 12:44:56,DELIVERED,SOUTH
76,19,2025-10-27 18:07:46,DELIVERED,EAST
77,291,2025-12-18 00:23:49,DELIVERED,NORTH
78,9,2025-10-22 20:29:00,DELIVERED,EAST
79,20,2025-10-05 19:48:08,DELIVERED,WEST
80,102,2025-01-22 21:30:52,CANCELLED,CENTRAL
81,204,12-12-2024,DELIVERED,NORTH
82,543,31-01-2025,DELIVERED,SOUTH
83,361,2024-04-14 15:32:17,SHIPPED,CENTRAL
84,64,2024-08-24 10:45:56,CANCELLED,NORTH
85,287,2024-06-14 22:42:40,CANCELLED,SOUTH
86,392,2025-11-19 05:28:54,DELIVERED,SOUTH
87,587,2024-04-30 06:28:24,RETURNED,EAST
88,135,2023-08-04 06:30:26,DELIVERED,SOUTH
89,317,2025-03-24 16:53:01,RETURNED,WEST
90,149,27-05-2025,RETURNED,EAST
91,546,2023-07-03 21:47:53,SHIPPED,SOUTH
92,327,2024-10-05 04:32:08,RETURNED,EAST
93,281,19-10-2023,SHIPPED,SOUTH
94,274,2025-08-09 06:30:39,SHIPPED,SOUTH
95,27,2025-12-04 23:45:59,DELIVERED,SOUTH
96,481,2024-08-03 22:13:01,SHIPPED,WEST
97,141,2023-12-18 12:04:16,PLACED,NORTH
98,423,08-11-2025,RETURNED,SOUTH
99,450,2025-01-31 02:23:42,DELIVERED,WEST
100,438,2023-03-06 23:23:47,DELIVERED,WEST
101,404,2025-06-07 11:15:42,DELIVERED,CENTRAL
102,40,2024-12-02 13:13:33,DELIVERED,NORTH
103,252,2024-09-06 13:27:15,RETURNED,NORTH
104,529,2023-03-18 13:52:03,SHIPPED,WEST
105,312,2024-03-20 03:40:06,DELIVERED,WEST
106,56,2023-08-09 23:04:38,DELIVERED,WEST
107,513,2025-06-28 11:04:22,RETURNED,CENTRAL
108,424,2023-02-08 16:47:27,SHIPPED,CENTRAL
109,207,2023-05-21 02:08:29,DELIVERED,SOUTH
110,127,2024-11-29 02:47:14,DELIVERED,NORTH
111,394,2025-03-05 20:18:28,DELIVERED,SOUTH
112,,2023-09-23 11:03:13,RETURNED,CENTRAL
113,154,2023-08-13 15:21:13,SHIPPED,NORTH
114,317,2024-11-24 05:42:46,DELIVERED,SOUTH
115,135,06-01-2023,DELIVERED,EAST
116,510,2025-04-24 07:11:30,CANCELLED,CENTRAL
117,244,2025-10-21 10:50:48,DELIVERED,WEST
118,7,2025-04-30 06:22:27,DELIVERED,CENTRAL
119,,19-08-2023,PLACED,EAST
120,34,26-07-2025,DELIVERED,NORTH
121,427,2023-09-08 15:00:47,DELIVERED,CENTRAL
122,587,2023-10-03 14:40:10,RETURNED,CENTRAL
123,37,2024-04-09 22:30:25,DELIVERED,WEST
124,438,2023-04-11 20:36:42,DELIVERED,SOUTH
125,282,2024-10-04 18:00:46,DELIVERED,SOUTH
126,112,2025-09-04 02:01:18,DELIVERED,NORTH
127,295,2024-05-06 15:32:55,DELIVERED,CENTRAL
128,363,2025-08-12 06:23:25,DELIVERED,CENTRAL
129,510,2023-10-07 11:25:39,CANCELLED,SOUTH
130,,2023-02-07 06:17:33,DELIVERED,NORTH
131,213,2024-10-06 02:36:17,DELIVERED,EAST
132,,2023-11-09 12:48:00,DELIVERED,EAST
133,316,2025-05-04 09:14:51,DELIVERED,NORTH
134,342,2025-06-02 18:55:56,DELIVERED,NORTH
135,199,2024-06-08 23:11:56,RETURNED,WEST
136,37,2025-01-17 23:27:15,SHIPPED,WEST
137,550,2024-12-19 10:08:02,DELIVERED,WEST
138,58,2024-04-10 00:20:37,DELIVERED,EAST
139,20,30-11-2025,DELIVERED,EAST
140,153,2023-02-18 10:13:11,DELIVERED,WEST
141,170,2024-08-28 04:05:00,SHIPPED,NORTH
142,316,2024-05-03 13:23:14,DELIVERED,EAST
143,509,2024-07-31 05:38:23,DELIVERED,EAST
144,310,2024-08-04 07:46:19,DELIVERED,SOUTH
145,455,2025-01-19 18:59:16,RETURNED,SOUTH
146,496,2025-03-24 10:15:55,DELIVERED,EAST
147,101,2025-03-12 19:20:26,DELIVERED,SOUTH
148,38,2025-03-22 10:25:42,SHIPPED,EAST
149,90,13-03-2023,SHIPPED,EAST
150,320,2023-11-22 23:36:51,DELIVERED,SOUTH
151,546,2024-11-16 05:58:56,DELIVERED,EAST
152,281,2025-08-25 17:04:17,DELIVERED,NORTH
153,359,2024-02-26 01:33:17,SHIPPED,EAST
154,176,2025-08-10 16:05:50,CANCELLED,CENTRAL
155,,15-11-2025,PLACED,WEST
156,437,2025-12-30 16:17:05,DELIVERED,CENTRAL
157,457,2024-04-30 08:37:54,DELIVERED,SOUTH
158,547,2024-12-24 10:22:53,DELIVERED,NORTH
159,480,2024-04-27 04:14:26,DELIVERED,WEST
160,230,2025-08-16 09:16:05,DELIVERED,EAST
161,339,19-05-2024,DELIVERED,NORTH
162,116,2024-12-17 12:20:10,CANCELLED,EAST
163,589,2023-06-09 21:35:27,DELIVERED,NORTH
164,73,2025-04-07 14:11:39,DELIVERED,CENTRAL
165,250,2025-01-19 08:13:50,DELIVERED,EAST
166,442,2024-11-07 07:09:45,DELIVERED,EAST
167,242,2025-11-06 04:41:28,PLACED,CENTRAL
168,118,2024-12-20 02:28:38,DELIVERED,NORTH
169,181,2024-09-22 09:05:08,PLACED,NORTH
170,389,2025-09-28 22:56:13,DELIVERED,NORTH
171,143,2025-09-15 04:45:01,CANCELLED,SOUTH
172,464,2024-08-28 19:36:26,DELIVERED,WEST
173,325,2025-11-21 15:47:35,DELIVERED,WEST
174,353,2025-06-24 05:38:11,PLACED,CENTRAL
175,131,2023-04-07 22:50:03,DELIVERED,CENTRAL
176,1,2024-07-12 01:36:38,SHIPPED,EAST
177,241,2025-07-05 18:54:14,DELIVERED,EAST
178,416,2025-04-26 19:30:05,SHIPPED,SOUTH
179,193,2024-07-13 16:30:21,CANCELLED,SOUTH
180,129,2023-04-22 10:53:04,DELIVERED,SOUTH
181,499,2023-07-30 22:05:12,PLACED,WEST
182,436,2024-12-06 21:02:58,DELIVERED,CENTRAL
183,394,2023-10-16 14:47:30,DELIVERED,NORTH
184,243,2024-02-23 06:23:03,DELIVERED,CENTRAL
185,35,2025-06-01 14:09:05,DELIVERED,EAST
186,494,2023-05-05 08:58:08,SHIPPED,CENTRAL
187,287,2023-05-02 12:47:50,DELIVERED,CENTRAL
188,484,2025-10-28 01:54:23,RETURNED,NORTH
189,553,2024-04-30 10:50:02,DELIVERED,EAST
190,12,2025-03-07 09:27:57,RETURNED,CENTRAL
191,432,2024-04-02 16:09:11,DELIVERED,NORTH
192,312,2025-05-25 16:29:35,DELIVERED,WEST
193,587,29-03-2024,CANCELLED,CENTRAL
194,497,2025-02-24 09:59:21,PLACED,EAST
195,288,2024-02-04 04:00:13,PLACED,NORTH
196,155,2024-07-28 09:54:23,CANCELLED,EAST
197,242,2025-03-30 06:28:53,CANCELLED,EAST
198,149,2023-08-28 11:08:22,CANCELLED,WEST
199,244,2025-09-17 10:30:23,SHIPPED,CENTRAL
200,354,15-02-2024,DELIVERED,NORTH
201,476,2024-04-13 03:46:51,DELIVERED,CENTRAL
202,400,14-08-2023,DELIVERED,WEST
203,460,2024-05-05 09:43:29,RETURNED,NORTH
204,545,2024-11-01 18:08:39,DELIVERED,EAST
205,274,2024-02-01 15:54:40,DELIVERED,WEST
206,248,2025-07-03 13:13:56,DELIVERED,CENTRAL
207,185,17-01-2023,DELIVERED,NORTH
208,101,2025-11-30 21:16:32,DELIVERED,SOUTH
209,258,2023-02-06 19:37:03,DELIVERED,NORTH
210,223,2025-09-18 05:27:15,SHIPPED,NORTH
211,134,2025-10-03 11:40:49,DELIVERED,SOUTH
212,189,2024-12-26 09:21:56,DELIVERED,NORTH
213,284,2025-12-11 07:53:15,RETURNED,EAST
214,76,2023-04-07 21:58:12,DELIVERED,EAST
215,265,2024-02-16 03:25:15,SHIPPED,NORTH
216,206,2023-10-05 04:48:22,DELIVERED,NORTH
217,442,2025-09-26 09:23:07,SHIPPED,WEST
218,,2023-04-20 09:09:42,DELIVERED,EAST
219,20,2023-08-20 05:41:22,DELIVERED,NORTH
220,400,2025-12-23 11:56:58,DELIVERED,WEST
221,528,2025-02-01 05:51:21,DELIVERED,WEST
222,72,2023-01-06 03:18:26,DELIVERED,WEST
223,549,2024-07-11 13:26:42,DELIVERED,EAST
224,93,2024-06-12 06:27:35,PLACED,WEST
225,297,2023-10-02 08:48:27,DELIVERED,WEST
226,307,2023-06-15 20:36:00,DELIVERED,EAST
227,449,2023-08-06 09:27:05,PLACED,NORTH
228,245,2023-04-08 20:32:07,DELIVERED,EAST
229,461,2023-01-26 12:07:05,PLACED,NORTH
230,44,2023-11-25 19:56:03,CANCELLED,CENTRAL
231,550,18-06-2025,SHIPPED,NORTH
232,145,30-01-2023,DELIVERED,CENTRAL
233,,2025-09-09 19:19:43,PLACED,EAST
234,100,2023-09-23 03:45:41,CANCELLED,NORTH
235,109,13-07-2025,DELIVERED,SOUTH
236,208,2025-11-19 20:30:16,DELIVERED,NORTH
237,590,2024-05-14 13:44:23,CANCELLED,SOUTH
238,178,2023-07-07 13:43:05,DELIVERED,WEST
239,379,12-11-2024,SHIPPED,CENTRAL
240,103,09-09-2025,DELIVERED,SOUTH
241,499,2023-01-12 05:19:48,SHIPPED,NORTH
242,291,2025-01-09 11:01:52,DELIVERED,SOUTH
243,278,2024-10-02 01:38:28,SHIPPED,SOUTH
244,39,2025-02-15 13:09:42,DELIVERED,NORTH
245,309,2023-01-08 02:23:00,DELIVERED,SOUTH
246,543,2025-08-19 11:02:42,DELIVERED,CENTRAL
247,476,2025-10-21 05:29:53,SHIPPED,NORTH
248,153,2025-01-06 23:23:33,DELIVERED,SOUTH
249,45,2024-07-19 18:06:06,DELIVERED,WEST
250,,2023-03-23 11:43:22,RETURNED,SOUTH
251,30,2023-06-30 07:13:12,PLACED,SOUTH
252,594,2023-11-05 17:59:20,DELIVERED,EAST
253,113,2023-06-02 08:05:45,SHIPPED,WEST
254,385,25-04-2023,DELIVERED,WEST
255,447,2025-08-04 17:19:46,DELIVERED,WEST
256,469,2025-09-08 19:27:18,DELIVERED,EAST
257,,2025-06-02 09:23:56,PLACED,SOUTH
258,477,2023-09-23 22:50:51,DELIVERED,SOUTH
259,161,2025-09-18 02:20:04,RETURNED,SOUTH
260,567,2023-05-15 07:59:48,DELIVERED,CENTRAL
261,222,2024-12-19 21:03:07,DELIVERED,WEST
262,253,2024-11-05 13:57:56,DELIVERED,CENTRAL
263,588,2024-10-10 23:39:48,RETURNED,NORTH
264,,2025-04-05 01:39:11,DELIVERED,NORTH
265,247,2023-01-20 07:09:45,DELIVERED,WEST
266,136,07-01-2024,DELIVERED,NORTH
267,313,14-12-2024,CANCELLED,CENTRAL
268,466,2023-08-04 08:16:26,CANCELLED,WEST
269,380,2025-12-29 11:22:15,DELIVERED,NORTH
270,341,2024-04-05 17:40:33,DELIVERED,EAST
271,556,2023-11-18 18:58:42,DELIVERED,NORTH
272,344,2023-03-27 03:31:38,DELIVERED,EAST
273,114,2024-12-23 21:36:45,DELIVERED,EAST
274,573,2025-05-21 02:34:52,DELIVERED,SOUTH
275,343,2023-06-26 09:44:13,DELIVERED,CENTRAL
276,215,2023-12-17 04:54:32,DELIVERED,EAST
277,434,2023-04-09 10:34:27,DELIVERED,WEST
278,540,2024-12-31 08:58:43,DELIVERED,CENTRAL
279,463,2025-11-11 22:41:05,RETURNED,NORTH
280,469,2024-08-29 21:41:57,CANCELLED,EAST
281,79,2024-03-04 15:53:27,SHIPPED,SOUTH
282,210,2025-09-01 10:33:06,PLACED,WEST
283,555,2025-01-06 04:27:21,DELIVERED,WEST
284,22,2023-04-08 18:55:40,PLACED,SOUTH
285,533,2024-10-01 12:58:48,DELIVERED,EAST
286,543,2024-11-22 16:21:29,DELIVERED,CENTRAL
287,314,2024-02-08 21:46:50,SHIPPED,EAST
288,49,2024-03-17 18:31:50,DELIVERED,SOUTH
289,165,2024-03-19 02:45:48,SHIPPED,SOUTH
290,158,2023-07-01 14:59:39,PLACED,EAST
291,452,2023-10-14 14:31:52,SHIPPED,NORTH
292,353,2024-11-27 14:38:54,DELIVERED,SOUTH
293,125,2024-09-20 11:10:36,RETURNED,SOUTH
294,328,2025-04-28 09:46:59,RETURNED,EAST
295,303,2024-03-26 05:32:25,RETURNED,CENTRAL
296,579,2024-11-17 18:53:20,DELIVERED,NORTH
297,42,2025-05-05 21:16:38,SHIPPED,NORTH
298,226,2023-05-24 15:56:47,DELIVERED,CENTRAL
299,598,2024-03-07 17:52:33,SHIPPED,NORTH
300,457,2023-05-16 17:38:53,RETURNED,WEST
301,326,2025-03-05 16:11:02,RETURNED,EAST
302,438,2024-08-02 04:09:10,PLACED,EAST
303,457,2023-05-17 01:54:49,SHIPPED,WEST
304,426,2024-03-24 09:03:22,SHIPPED,WEST
305,425,2025-07-01 03:39:34,DELIVERED,SOUTH
306,487,2025-03-27 00:38:32,RETURNED,NORTH
307,385,2024-09-28 01:47:56,DELIVERED,EAST
308,570,2025-06-01 05:27:18,DELIVERED,SOUTH
309,391,2025-02-01 02:21:27,PLACED,EAST
310,312,2024-12-20 22:44:12,SHIPPED,NORTH
311,308,2025-09-15 20:42:28,DELIVERED,EAST
312,504,2025-09-28 15:21:31,SHIPPED,NORTH
313,505,2023-04-14 15:40:54,DELIVERED,EAST
314,580,2024-02-05 15:38:20,DELIVERED,WEST
315,123,2025-06-12 15:23:05,PLACED,EAST
316,60,2024-12-17 04:57:53,CANCELLED,SOUTH
317,55,13-10-2024,DELIVERED,EAST
318,299,2023-04-30 08:18:22,DELIVERED,SOUTH
319,172,2024-05-06 05:10:45,CANCELLED,EAST
320,372,20-06-2025,DELIVERED,SOUTH
321,531,2025-01-23 06:20:45,DELIVERED,SOUTH
322,159,2023-10-20 16:41:12,DELIVERED,CENTRAL
323,539,2025-05-06 02:58:31,DELIVERED,NORTH
324,79,2023-07-23 20:41:21,RETURNED,WEST
325,372,2024-11-17 12:38:21,CANCELLED,CENTRAL
326,351,2024-04-18 07:27:09,PLACED,NORTH
327,146,2024-04-22 13:45:31,SHIPPED,SOUTH
328,436,2023-06-23 13:18:19,PLACED,WEST
329,44,2023-02-20 22:36:03,DELIVERED,CENTRAL
330,481,2024-01-29 00:59:19,PLACED,EAST
331,99,2025-07-23 20:25:51,SHIPPED,SOUTH
332,,2023-08-15 02:45:26,CANCELLED,EAST
333,357,2025-02-16 17:00:13,DELIVERED,CENTRAL
334,584,2025-06-17 02:23:08,DELIVERED,CENTRAL
335,197,24-09-2023,RETURNED,CENTRAL
336,102,2025-02-22 05:45:43,CANCELLED,WEST
337,190,2023-06-16 17:20:51,SHIPPED,EAST
338,435,2023-12-20 11:50:09,DELIVERED,EAST
339,113,2025-02-09 05:21:39,DELIVERED,EAST
340,42,2025-02-05 22:56:50,SHIPPED,EAST
341,320,2024-11-20 15:52:28,SHIPPED,WEST
342,439,2023-04-19 03:13:02,CANCELLED,WEST
343,377,2025-11-13 06:27:57,DELIVERED,NORTH
344,536,2023-05-13 01:15:00,SHIPPED,WEST
345,105,2023-09-20 02:27:26,PLACED,SOUTH
346,414,2024-10-21 18:07:13,DELIVERED,EAST
347,596,2025-09-27 03:45:57,RETURNED,EAST
348,415,2025-03-05 10:54:54,DELIVERED,WEST
349,257,25-12-2023,DELIVERED,SOUTH
350,55,2025-02-12 19:48:55,DELIVERED,SOUTH
351,335,2025-08-24 04:36:05,DELIVERED,NORTH
352,533,2024-12-24 22:33:11,SHIPPED,WEST
353,268,2025-04-19 16:22:52,DELIVERED,NORTH
354,122,2024-05-03 15:37:00,CANCELLED,WEST
355,34,2025-10-21 08:37:29,CANCELLED,EAST
356,169,2023-07-28 22:05:06,DELIVERED,WEST
357,113,2025-02-01 01:10:04,DELIVERED,CENTRAL
358,488,2023-08-31 19:41:41,DELIVERED,WEST
359,387,2024-07-01 23:59:11,DELIVERED,EAST
360,29,2023-07-19 03:34:12,CANCELLED,EAST
361,,2025-08-29 03:23:35,DELIVERED,NORTH
362,366,2023-03-29 16:34:49,DELIVERED,SOUTH
363,320,2025-12-04 18:10:24,PLACED,EAST
364,,2024-05-21 14:31:01,PLACED,WEST
365,432,2025-12-17 03:12:45,DELIVERED,NORTH
366,387,2024-05-15 20:44:23,DELIVERED,WEST
367,211,2025-02-20 00:34:08,CANCELLED,EAST
368,307,2024-11-08 06:55:39,SHIPPED,NORTH
369,549,2024-02-16 21:41:55,PLACED,CENTRAL
370,232,2023-05-23 20:26:11,DELIVERED,CENTRAL
371,345,2025-05-29 21:58:38,CANCELLED,WEST
372,356,2025-10-09 03:03:10,CANCELLED,CENTRAL
373,444,2024-05-01 18:38:43,SHIPPED,WEST
374,528,2025-04-30 14:36:33,SHIPPED,NORTH
375,529,2025-06-15 02:16:36,DELIVERED,WEST
376,546,2024-11-04 18:25:14,RETURNED,NORTH
377,374,2024-01-09 09:47:25,SHIPPED,EAST
378,421,2023-04-11 02:01:56,DELIVERED,WEST
379,294,2024-02-03 09:01:24,DELIVERED,SOUTH
380,117,2023-02-13 00:53:11,SHIPPED,EAST
381,574,2024-10-17 14:00:48,DELIVERED,NORTH
382,280,2024-02-06 09:43:57,DELIVERED,EAST
383,181,2023-03-07 14:32:12,RETURNED,WEST
384,57,2023-05-11 09:07:12,DELIVERED,EAST
385,417,2025-11-09 09:44:59,DELIVERED,NORTH
386,144,2025-06-05 23:25:49,DELIVERED,NORTH
387,595,2025-03-26 23:07:02,DELIVERED,NORTH
388,126,2024-05-01 20:47:02,DELIVERED,CENTRAL
389,242,2023-12-05 15:56:30,SHIPPED,SOUTH
390,282,2024-01-31 01:12:42,CANCELLED,NORTH
391,384,2023-06-25 11:30:15,DELIVERED,WEST
392,253,2023-08-14 02:41:36,DELIVERED,EAST
393,22,2025-07-30 02:24:37,PLACED,NORTH
394,246,2024-08-20 14:17:26,DELIVERED,EAST
395,125,03-01-2024,CANCELLED,WEST
396,403,2024-02-01 22:59:11,DELIVERED,SOUTH
397,165,2025-09-07 18:32:05,DELIVERED,WEST
398,281,2025-02-02 19:36:04,DELIVERED,WEST
399,341,2023-06-05 23:01:04,CANCELLED,EAST
400,361,2025-04-30 20:46:11,DELIVERED,WEST
401,54,13-10-2023,DELIVERED,SOUTH
402,205,2024-05-02 08:23:47,DELIVERED,NORTH
403,529,2025-10-05 11:12:20,DELIVERED,CENTRAL
404,328,2023-07-27 09:36:22,DELIVERED,CENTRAL
405,289,2024-10-05 21:32:48,DELIVERED,WEST
406,585,2023-02-05 16:23:13,RETURNED,CENTRAL
407,92,04-11-2023,DELIVERED,SOUTH
408,440,2023-08-20 20:29:17,PLACED,EAST
409,581,2025-03-27 20:39:01,DELIVERED,WEST
410,507,2023-11-12 13:48:29,SHIPPED,EAST
411,507,2024-11-01 00:20:58,CANCELLED,CENTRAL
412,290,2023-10-22 03:58:14,DELIVERED,WEST
413,30,2024-02-11 16:35:29,SHIPPED,WEST
414,379,2025-10-02 10:41:27,DELIVERED,NORTH
415,332,2024-09-09 13:54:50,DELIVERED,WEST
416,263,2025-05-15 06:27:51,PLACED,EAST
417,483,2025-07-30 23:16:42,RETURNED,CENTRAL
418,,2025-02-22 18:41:20,DELIVERED,EAST
419,380,2025-05-19 05:55:24,PLACED,SOUTH
420,516,2024-06-10 21:25:30,CANCELLED,SOUTH
421,544,2024-02-09 12:38:23,SHIPPED,NORTH
422,512,2024-03-12 12:27:48,DELIVERED,WEST
423,270,2024-02-14 17:36:31,DELIVERED,WEST
424,324,2025-02-02 04:03:04,DELIVERED,SOUTH
425,451,19-08-2023,PLACED,SOUTH
426,267,26-12-2024,DELIVERED,WEST
427,366,2025-05-21 06:10:19,DELIVERED,WEST
428,152,2023-05-26 08:50:10,SHIPPED,EAST
429,173,2024-02-28 18:24:22,DELIVERED,CENTRAL
430,5,2025-06-05 16:30:43,SHIPPED,NORTH
431,511,2024-05-25 13:15:00,PLACED,NORTH
432,109,2023-08-27 21:09:54,PLACED,WEST
433,492,2024-02-23 08:55:08,DELIVERED,NORTH
434,45,2024-12-04 20:52:00,DELIVERED,CENTRAL
435,50,2024-03-15 13:17:24,DELIVERED,NORTH
436,561,2024-08-15 11:17:04,PLACED,EAST
437,409,2023-11-20 11:06:23,SHIPPED,WEST
438,158,2025-02-01 12:01:53,CANCELLED,EAST
439,135,2023-05-30 07:17:46,CANCELLED,CENTRAL
440,457,2025-01-10 02:57:32,DELIVERED,CENTRAL
441,433,2025-08-11 14:38:59,SHIPPED,WEST
442,526,2024-12-21 01:27:35,DELIVERED,SOUTH
443,540,2025-03-26 01:24:20,PLACED,WEST
444,490,2023-07-18 12:20:49,DELIVERED,EAST
445,536,2025-06-02 04:32:48,PLACED,NORTH
446,526,2024-10-22 01:55:27,DELIVERED,WEST
447,583,2024-07-06 04:25:16,DELIVERED,NORTH
448,17,2025-10-24 17:25:39,DELIVERED,SOUTH
449,47,2025-12-30 05:08:09,DELIVERED,CENTRAL
450,461,2024-02-16 18:41:22,DELIVERED,SOUTH
451,81,2025-07-27 08:43:24,DELIVERED,NORTH
452,,2023-07-01 06:04:51,PLACED,WEST
453,415,2025-07-23 23:59:24,DELIVERED,EAST
454,370,2025-12-08 08:00:05,DELIVERED,EAST
455,,2023-06-23 20:24:01,CANCELLED,SOUTH
456,215,2023-08-14 11:44:25,DELIVERED,WEST
457,552,2024-04-12 11:01:52,DELIVERED,SOUTH
458,23,2023-08-25 18:42:46,DELIVERED,WEST
459,,2024-11-29 07:10:53,DELIVERED,SOUTH
460,402,2023-01-13 05:34:28,SHIPPED,WEST
461,508,14-07-2025,DELIVERED,EAST
462,410,2025-07-07 03:32:28,DELIVERED,WEST
463,63,17-10-2024,DELIVERED,CENTRAL
464,428,2023-07-01 15:52:00,DELIVERED,EAST
465,,2024-03-23 09:49:12,DELIVERED,WEST
466,238,2025-07-01 21:30:16,RETURNED,EAST
467,480,2024-03-31 18:31:21,DELIVERED,WEST
468,369,2023-09-09 16:45:28,DELIVERED,EAST
469,89,2023-07-20 13:04:06,SHIPPED,SOUTH
470,104,2025-02-05 23:24:18,DELIVERED,SOUTH
471,19,2024-02-10 03:37:38,DELIVERED,SOUTH
472,,2023-04-09 21:37:30,DELIVERED,NORTH
473,124,2025-01-25 13:00:45,DELIVERED,EAST
474,48,2025-05-15 07:17:54,DELIVERED,SOUTH
475,528,2023-06-11 18:41:45,DELIVERED,WEST
476,114,2025-08-06 11:47:39,DELIVERED,NORTH
477,43,2023-09-17 11:56:14,DELIVERED,SOUTH
478,161,2024-11-16 20:58:50,DELIVERED,WEST
479,102,2024-07-19 01:05:41,DELIVERED,SOUTH
480,207,2024-10-07 20:16:38,DELIVERED,NORTH
481,486,2025-02-23 12:36:43,SHIPPED,EAST
482,425,2025-10-30 00:49:12,SHIPPED,CENTRAL
483,234,2024-10-28 03:40:28,DELIVERED,WEST
484,529,2024-07-15 23:55:33,RETURNED,WEST
485,11,2025-03-14 16:09:26,RETURNED,NORTH
486,412,2023-09-13 06:28:05,DELIVERED,WEST
487,155,2023-03-31 19:18:23,RETURNED,CENTRAL
488,430,2025-11-23 16:41:52,DELIVERED,EAST
489,322,2023-01-13 06:36:59,CANCELLED,CENTRAL
490,151,2024-11-24 03:08:00,DELIVERED,CENTRAL
491,453,2025-10-04 19:24:51,DELIVERED,SOUTH
492,,2024-06-03 14:48:00,DELIVERED,SOUTH
493,554,2023-05-25 04:33:51,DELIVERED,EAST
494,,2025-04-18 18:08:52,DELIVERED,SOUTH
