item_id,order_id,product_id,quantity,unit_price,discount_percent
72,24,226,4,40779.72,7.82
73,24,466,6,57491.03,22.2
74,25,201,2,17736.22,27.15
75,26,313,5,29995.84,27.67
76,27,278,-4,10055.99,18.42
77,28,520,2,26946.88,70.2
78,28,358,2,38116.18,94.76
79,28,74,5,24905.48,45.24
80,28,321,4,47707.95,35.87
81,29,18,1,21022.45,80.95
82,29,429,-2,22196.24,4.73
83,30,293,2,35525.6,66.48
84,30,120,5,26209.91,21.61
85,30,74,2,10424.39,8.9
86,30,331,2,22681.29,25.92
87,30,421,-5,40162.51,19.45
88,31,229,6,51094.86,57.39
89,32,161,6,51045.17,82.88
90,32,66,1,17834.74,26.5
91,33,158,5,24147.66,3.12
92,33,446,5,19670.33,1.75
93,33,428,3,45029.59,20.21
94,34,398,2,30198.32,13.27
95,35,492,6,38304.57,87.02
96,35,251,6,44746.81,21.73
97,35,322,2,10899.53,21.45
98,35,534,4,10824.84,1.71
99,35,336,6,17130.89,15.96
100,36,289,6,30713.69,23.17
101,37,93,4,26846.16,12.19
102,38,285,6,44147.82,21.93
103,38,540,4,1354.11,5.04
104,38,99,1,20935.35,16.13
105,38,165,3,23822.18,0.12
106,38,527,6,48595.83,88.63
107,39,2,5,55501.8,18.48
108,39,364,6,46061.65,45.11
109,40,443,2,33393.02,26.46
110,40,168,5,23183.34,28.79
111,40,469,2,24509.79,15.17
112,40,447,6,37903.25,24.34
113,40,250,4,27347.06,55.21
114,41,1,1,39863.06,6.03
115,42,157,6,30535.3,10.48
116,42,102,2,36045.19,15.85
117,43,21,4,39073.49,18.87
118,43,416,3,10106.18,28.03
119,43,494,5,39285.93,77.03
120,44,131,4,41718.13,59.34
121,44,479,5,38630.77,8.97
122,44,456,6,44092.01,71.62
123,44,420,6,23508.28,95.33
124,44,120,4,45846.79,10.62
125,45,142,3,18552.07,16.97
126,46,352,2,40302.63,0.27
127,46,334,4,53207.01,18.23
128,47,275,4,59821.25,43.79
129,47,487,5,1393.46,78.18
130,47,147,4,40814.97,35.19
131,47,422,5,17125.18,95.36
132,48,517,1,14627.66,15.57
133,48,310,6,23980.21,24.25
134,49,390,3,32068.88,31.6
135,50,171,2,53269.02,39.85
136,50,528,4,24072.86,27.05
137,50,404,1,10830.58,7.58
138,50,11,5,13364.23,16.19
139,50,335,5,39976.95,48.25
140,51,243,4,14270.09,96.01
141,51,486,3,2929.87,67.97
142,51,269,6,40761.63,88.86
143,51,109,5,12278.01,28.51
144,51,356,4,33521.69,5.75
145,52,302,5,54847.44,19.61
146,52,443,5,24925.28,1.05
147,52,460,1,12322.29,68.79
148,52,54,1,55144.15,96.89
149,53,45,4,20642.35,27.07
150,53,403,4,22516.09,3.86
151,54,130,3,36715.78,14.33
152,54,120,3,46110.29,85.51
153,55,9,3,55919.02,8.85
154,56,265,4,54055.92,28.86
155,57,382,3,50901.38,16.03
156,57,229,-3,49843.16,8.62
157,57,448,6,6187.48,25.86
158,58,58,6,5575.13,27.88
159,58,4,4,46750.18,96.99
160,58,256,4,46366.81,16.37
161,58,404,2,33385.53,9.64
162,58,131,3,35108.91,68.13
163,59,144,4,30191.19,18.45
164,59,321,4,20225.7,85.17
165,59,104,1,35997.25,45.41
166,60,483,6,46365.4,87.38
167,60,236,6,43961.7,78.95
168,60,375,4,34876.8,29.4
169,61,205,1,29350.99,6.67
170,61,267,1,25334.99,2.06
171,61,297,2,38694.15,29.41
172,61,209,4,30827.49,26.69
173,62,70,-2,49649.87,9.48
174,62,362,1,7421.41,12.26
175,62,179,6,19713.51,81.22
176,62,492,5,30761.86,10.69
177,62,487,6,17622.99,14.9
178,63,454,5,59217.52,81.36
179,63,388,2,34577.95,18.87
180,63,167,4,54371.51,58.75
181,63,408,5,41400.67,53.23
182,64,349,2,41057.11,9.52
183,64,492,1,24634.97,27.14
184,64,234,2,23452.76,15.44
185,64,18,5,45089.85,20.1
186,64,545,6,22305.66,91.08
187,65,503,5,31146.93,59.23
188,65,337,2,26522.33,21.93
189,65,357,5,39788.22,2.22
190,66,307,5,36545.31,26.96
191,66,542,-4,19757.16,8.98
192,67,337,2,45656.91,99.49
193,67,102,5,11015.29,2.97
194,67,273,5,45143.93,3.42
195,68,252,5,29551.88,8.25
196,69,12,1,34667.82,14.78
197,69,24,4,35153.55,78.93
198,69,171,1,39453.88,16.15
199,70,476,-6,50184.46,12.65
200,71,21,1,51473.18,57.35
201,71,125,4,38814.47,12.13
202,71,247,6,34480.67,9.84
203,71,82,5,51349.56,1.28
204,72,63,2,12474.39,34.33
205,72,139,6,31902.69,75.75
206,72,307,2,4824.07,15.29
207,73,411,5,526.15,32.18
208,73,252,4,38008.86,66.57
209,73,215,1,51660.37,7.18
210,73,362,4,21488.39,3.47
211,73,248,4,23633.95,1.28
212,74,521,4,27470.45,16.34
213,74,246,4,39044.4,10.29
214,75,303,5,48453.55,81.7
215,75,182,6,2194.22,99.92
216,76,332,6,24634.73,97.53
217,76,210,1,40189.8,4.06
218,76,343,-2,8648.32,12.67
219,76,549,5,15871.5,27.06
220,77,542,5,19087.61,2.16
221,78,46,3,51647.76,18.2
222,78,429,6,34223.1,53.66
223,78,508,3,30597.94,26.14
224,78,412,3,42444.02,23.01
225,79,465,-2,58073.33,28.8
226,79,140,1,45477.78,24.62
227,79,503,6,2203.38,20.83
228,79,127,5,54078.64,6.17
229,79,273,4,44870.03,6.67
230,80,220,3,27025.48,2.83
231,80,415,-6,846.14,28.26
232,81,198,1,7750.21,26.45
233,81,525,2,55437.4,84.74
234,81,430,2,36711.66,10.68
235,82,138,-1,42465.84,17.75
236,82,8,6,33945.07,37.12
237,82,275,2,38630.47,48.27
238,82,287,5,57289.61,4.33
239,83,477,2,58979.52,17.23
240,83,29,2,22454.34,25.26
241,83,487,2,937.93,20.82
242,84,177,1,49723.39,19.24
243,84,430,4,6043.08,5.03
244,85,153,5,41698.07,93.43
245,86,36,5,47566.11,80.26
246,86,33,6,34317.35,95.84
247,87,32,5,3689.96,4.1
248,87,11,5,1657.21,18.46
249,87,348,1,46743.67,5.15
250,87,477,1,32478.1,4.13
251,87,488,5,4626.67,14.25
252,88,26,3,55330.75,22.3
253,89,508,1,32874.74,2.05
254,90,466,3,24483.03,4.34
255,91,309,2,8739.06,0.46
256,91,301,3,54691.03,8.23
257,92,279,3,26820.05,26.5
258,93,24,6,19016.8,13.05
259,93,214,4,27990.56,21.61
260,93,188,1,40659.92,34.49
261,93,431,6,32448.99,3.71
262,94,109,5,19248.18,17.44
263,95,175,4,24335.74,8.57
264,96,549,5,7701.41,29.97
265,96,424,1,16227.13,0.71
266,96,262,6,49269.78,2.66
267,96,491,5,2048.49,84.64
268,96,439,2,18116.45,57.13
269,97,207,2,16214.03,13.47
270,97,403,1,7124.37,15.83
271,97,131,3,11330.75,0.29
272,97,203,1,12038.18,20.59
273,97,334,6,971.23,0.04
274,98,224,-1,32957.77,79.33
275,98,3,6,24258.04,11.12
276,99,4,5,46110.27,2.7
277,100,122,1,51366.85,56.77
278,100,416,6,49241.96,49.45
279,100,3,4,34960.14,23.2
280,101,46,3,50574.45,85.46
281,101,398,5,59998.5,4.06
282,101,10,1,48974.55,15.45
283,101,345,6,26130.27,21.69
284,102,457,1,5201.26,60.41
285,102,85,6,15622.36,22.78
286,103,154,6,50887.08,36.3
287,103,19,3,16736.27,13.39
288,103,194,4,36471.85,58.2
289,104,415,2,5819.88,8.01
290,104,443,6,48625.79,16.17
291,104,453,1,9217.23,22.25
292,105,296,2,20864.37,14.91
293,105,2,6,8243.0,91.27
294,105,153,6,24753.99,93.06
295,105,401,3,1142.07,15.95
296,106,143,5,6520.25,41.87
297,107,181,6,20822.5,66.56
298,108,118,5,3417.35,0.71
299,108,33,1,14613.95,8.67
300,108,63,1,44763.69,98.36
301,108,476,2,59413.29,2.06
302,109,129,1,15943.07,11.23
303,110,440,6,45259.77,72.54
304,110,446,3,53640.64,12.57
305,110,333,2,18060.76,0.75
306,110,230,5,14272.21,71.92
307,111,317,2,21048.37,2.49
308,111,504,4,9874.6,10.16
309,112,470,4,327.22,41.83
310,112,188,4,55919.75,28.58
311,113,283,5,53044.06,16.37
312,113,79,5,16246.79,14.2
313,114,164,5,12540.84,41.28
314,115,523,3,29054.02,14.56
315,116,321,2,18503.59,22.17
316,116,279,4,56853.71,33.63
317,117,259,3,10406.85,19.8
318,117,365,3,38604.8,12.37
319,117,168,6,29634.15,55.04
320,117,366,5,15019.75,12.87
321,118,231,5,30211.14,6.48
322,118,346,5,48102.11,29.79
323,118,295,4,46470.48,9.83
324,119,45,2,48929.13,19.61
325,120,85,1,24146.77,74.4
326,120,191,5,49445.36,14.23
327,120,254,6,52350.47,98.75
328,121,168,6,35721.0,17.77
329,121,64,5,3064.97,27.6
330,122,215,3,28543.15,10.69
331,123,102,6,37857.42,92.73
332,123,478,3,37048.66,1.53
333,123,425,5,34951.88,97.82
334,123,47,4,19786.54,0.94
335,124,79,2,20509.49,16.56
336,125,24,4,33530.89,25.11
337,126,4,6,6805.87,12.8
338,126,483,5,6752.98,29.28
339,126,141,2,12247.88,22.75
340,126,480,6,15153.72,3.62
341,126,58,2,50266.33,87.83
342,127,109,6,32987.55,13.97
343,127,8,5,10266.01,86.81
344,127,187,2,8183.71,28.92
345,127,294,2,7380.35,23.68
346,127,16,4,45828.76,25.41
347,128,408,4,40966.19,43.69
348,128,484,6,34726.04,27.95
349,128,21,6,52660.57,32.19
350,129,417,3,23364.87,92.77
351,130,203,1,57303.97,23.01
352,130,373,2,12791.69,3.38
353,131,228,1,712.11,22.16
354,131,141,5,4568.2,85.82
355,131,296,1,22161.23,47.63
356,131,300,3,42886.99,20.95
357,131,516,4,14779.58,28.07
358,132,239,-1,1122.85,76.11
359,132,318,4,46145.57,50.56
360,132,93,5,51345.81,47.25
361,133,346,4,19838.0,23.42
362,133,329,3,29915.26,36.23
363,133,114,2,56339.41,67.14
364,133,141,5,13702.26,15.35
365,133,79,3,44314.93,23.15
366,134,474,3,6194.56,1.83
367,134,480,5,21763.06,22.64
368,134,145,4,38508.92,66.46
369,134,38,1,29251.89,22.83
370,135,191,4,4466.47,84.67
371,136,186,5,15647.65,20.56
372,136,393,4,53620.83,51.62
373,136,52,3,26976.82,4.08
374,136,166,4,22697.09,47.82
375,137,212,3,32954.54,14.28
376,138,367,2,25931.12,14.26
377,138,129,1,40342.13,26.32
378,139,403,3,15656.52,2.54
379,139,240,5,36278.65,20.0
380,139,181,4,57423.89,85.38
381,139,59,4,46613.05,68.18
382,139,343,6,27068.89,15.01
383,140,512,2,4710.77,0.83
384,140,348,5,50720.19,25.81
385,140,353,6,27380.96,5.96
386,140,261,2,38643.55,3.19
387,141,476,3,29456.74,29.06
388,142,434,2,17742.23,16.3
389,143,296,3,24308.48,0.97
390,144,107,-5,35112.4,5.62
391,144,436,2,59694.62,23.84
392,145,98,3,23911.49,2.32
393,146,26,1,48392.78,92.39
394,146,74,4,2456.33,1.08
395,146,462,1,11977.24,83.51
396,146,476,2,16851.81,25.58
397,147,164,2,419.23,56.28
398,147,286,6,55784.72,15.63
399,147,455,3,36803.62,9.75
400,147,444,6,44315.79,46.2
401,148,506,5,9687.91,24.67
402,148,185,2,2960.7,16.9
403,149,61,4,19934.55,86.3
404,149,129,5,21418.27,48.93
405,149,441,5,35224.41,72.28
406,149,430,5,26147.46,12.56
407,150,373,1,39939.93,16.95
408,150,423,2,10037.65,27.12
409,150,23,3,14367.98,25.9
410,150,174,5,35128.42,15.69
411,151,254,-2,10149.59,4.07
412,151,212,3,48341.1,97.34
413,152,232,3,47793.26,1.0
414,153,517,2,9815.85,11.82
415,153,292,2,8022.54,0.8
416,153,214,5,32348.11,3.67
417,153,199,3,5518.91,1.73
418,154,403,1,14639.34,5.94
419,154,321,4,35321.09,6.56
420,154,138,1,35758.32,19.23
421,155,209,2,4653.21,48.16
422,155,459,2,7773.72,28.52
423,155,351,4,40100.01,27.53
424,155,101,3,53848.22,2.54
425,155,136,5,26969.28,0.79
426,156,163,3,10056.3,35.38
427,156,546,2,21342.08,27.09
428,156,276,6,6112.01,8.99
429,156,323,6,31093.74,27.52
430,156,141,4,15729.61,3.81
431,157,135,5,42520.94,79.79
432,157,158,3,32428.07,18.03
433,157,96,1,32609.62,12.94
434,158,204,5,33535.58,35.8
435,158,214,5,10039.16,16.29
436,158,241,3,16568.73,10.01
437,158,175,5,21620.71,5.76
438,159,176,4,1177.57,11.94
439,159,329,2,46757.23,92.4
440,159,448,6,44253.12,58.56
441,159,490,2,10439.55,0.26
442,159,139,1,21224.86,28.01
443,160,173,5,35380.04,18.03
444,160,308,1,56751.26,7.37
445,160,458,3,34226.92,1.14
446,160,177,1,39341.94,83.15
447,161,41,1,49879.54,83.91
448,161,138,5,11732.9,83.6
449,161,420,6,43058.87,1.5
450,161,409,1,14812.06,16.16
451,162,138,3,5709.4,6.67
452,162,165,1,25250.33,52.89
453,163,498,3,55415.79,24.93
454,163,39,1,26211.99,28.14
455,163,329,6,56369.64,57.24
456,163,410,2,12073.12,13.34
457,164,151,2,6968.51,23.78
458,164,229,3,5679.89,4.12
459,164,114,2,23406.46,81.71
460,164,211,1,11877.98,46.99
461,165,536,1,41583.54,18.13
462,165,371,2,2795.67,42.86
463,165,489,1,51515.05,55.05
464,165,431,1,50170.02,18.46
465,166,177,6,52944.07,21.92
466,166,307,3,16112.41,5.05
467,167,354,2,23384.4,57.03
468,167,439,1,52461.37,11.09
469,167,344,2,45687.8,17.03
470,168,479,5,42395.26,1.21
471,168,178,1,13705.48,18.77
472,168,203,3,56622.03,39.08
473,169,241,1,13300.43,7.86
474,169,329,4,29374.85,12.32
475,169,17,1,27391.08,15.68
476,170,218,4,5033.03,25.3
477,170,469,3,15458.79,14.02
478,170,53,6,45325.6,27.74
479,171,377,6,41671.01,24.49
480,172,35,6,50603.09,51.7
481,172,62,3,27319.88,16.86
482,172,153,1,14247.65,26.47
483,172,464,1,2286.65,13.33
484,172,487,4,14814.26,48.3
485,173,217,6,54295.34,4.07
486,173,23,6,24677.73,27.34
487,173,415,6,4968.81,51.19
488,173,483,5,25911.38,75.99
489,174,48,2,48811.07,20.81
490,174,397,5,59245.94,84.38
491,174,483,6,1412.25,9.08
492,174,211,2,7165.1,7.87
493,174,425,5,42039.51,86.43
494,175,31,2,45775.94,4.89
495,175,417,6,988.32,80.96
496,175,401,5,50234.98,2.4
497,175,211,5,55836.27,16.86
498,176,331,1,54873.77,42.29
499,176,209,3,10379.78,4.73
500,176,239,2,35522.37,19.95
501,176,475,1,14320.58,68.71
502,177,20,-4,22884.84,61.69
503,177,116,5,219.31,60.73
504,177,290,2,16366.11,15.38
505,177,368,3,14796.92,14.67
506,177,429,6,44448.81,16.16
507,178,483,6,38489.5,20.33
508,178,515,3,31709.47,22.76
509,178,6,1,39064.43,77.24
510,178,396,6,54085.03,2.79
511,179,205,4,6954.81,59.91
512,180,423,1,2970.65,62.91
513,180,306,1,53905.43,1.97
514,181,412,5,56757.56,19.54
515,181,154,3,50562.59,94.65
516,182,469,2,39620.29,28.54
517,183,479,1,32436.23,17.77
518,183,283,1,53085.04,11.02
519,184,416,5,8094.79,62.49
520,184,402,4,45468.86,92.28
521,184,136,2,52953.55,21.83
522,184,16,5,39092.55,10.02
523,185,497,6,48649.34,4.28
524,185,7,2,22498.71,0.56
525,185,84,1,9456.99,36.42
526,185,183,1,54577.41,12.15
527,185,12,6,36641.69,13.47
528,186,301,4,50683.25,9.25
529,186,249,3,41934.23,15.04
530,187,546,4,46755.18,1.63
531,188,410,5,7219.5,17.1
532,188,279,4,22229.38,12.0
533,189,203,2,22931.45,18.13
534,189,131,5,24524.38,3.88
535,190,318,3,31513.65,96.12
536,190,497,5,763.67,2.18
537,190,179,4,34194.84,5.67
538,190,139,3,59117.48,28.44
539,190,52,6,35320.46,23.73
540,191,254,5,42635.92,5.62
541,191,221,-4,7372.94,17.27
542,191,329,5,48468.02,24.39
543,191,489,1,36227.04,29.28
544,191,410,5,59463.42,0.88
545,192,297,3,58735.44,27.9
546,193,69,6,13687.05,28.42
547,193,313,5,18101.09,51.66
548,194,508,1,32454.76,24.98
549,194,330,4,44562.74,20.92
550,194,156,3,19837.44,19.47
551,194,482,1,14088.58,0.93
552,194,136,4,25743.62,3.07
553,195,411,6,22264.29,26.38
554,195,129,1,21933.27,0.08
555,195,35,5,6120.19,17.16
556,196,157,2,18510.48,71.08
557,196,298,3,4445.3,66.05
558,196,7,3,5906.29,49.02
559,196,318,2,4489.15,10.49
560,197,430,5,10842.38,69.5
561,197,89,5,35071.34,17.72
562,198,496,2,11112.52,99.63
563,198,199,3,17268.01,23.39
564,198,216,4,26691.49,12.48
565,198,471,2,18981.27,96.87
566,198,42,1,28279.12,77.74
567,199,74,4,57664.72,53.82
568,199,483,3,21165.35,25.58
569,199,35,5,33544.83,0.15
570,199,366,3,4835.32,2.86
571,199,92,4,43126.96,20.07
572,200,120,1,49293.36,28.51
573,200,408,5,49749.59,31.15
574,201,121,2,47328.88,5.35
575,201,283,-5,12619.47,76.89
576,201,19,6,14388.99,82.08
577,202,409,-5,23565.35,69.78
578,202,286,1,22989.98,21.28
579,202,22,2,43370.26,41.75
580,202,456,2,11473.42,9.0
581,202,547,1,30483.0,76.86
582,203,500,1,2557.47,3.52
583,203,44,6,32497.0,20.78
584,203,518,3,4823.76,85.62
585,203,495,2,22776.48,53.71
586,204,347,2,7246.36,12.1
587,204,49,3,47943.35,4.77
588,204,352,1,36077.12,0.21
589,204,167,4,21865.17,48.02
590,204,409,6,3496.64,26.75
591,205,202,4,17427.6,24.69
592,205,82,5,14708.46,87.64
593,206,397,2,45560.75,0.28
594,206,418,2,8358.29,73.99
595,206,136,-3,22500.82,27.22
596,206,185,1,23356.87,9.92
597,207,403,2,23809.0,0.25
598,208,133,6,38500.16,12.87
599,209,124,1,35239.84,29.65
600,210,243,-6,21953.7,26.23
601,211,205,3,41797.22,85.75
602,211,472,5,11281.71,4.95
603,212,441,4,39729.01,27.34
604,212,45,6,8310.03,74.72
605,212,137,5,17190.27,51.38
606,212,475,1,37874.24,54.8
607,212,358,4,21088.42,88.63
608,213,339,2,35867.37,4.48
609,213,408,4,3234.74,11.4
610,213,416,2,24562.49,25.21
611,214,434,1,51835.2,42.16
612,214,32,-4,11884.75,1.89
613,214,459,5,4353.27,20.43
614,215,452,2,38125.02,49.71
615,216,324,4,31640.9,11.2
616,217,262,1,35484.76,56.72
617,217,310,1,58120.89,10.96
618,218,328,6,55082.26,9.58
619,219,127,4,44641.3,71.85
620,219,82,5,19872.85,16.61
621,219,538,2,42837.64,18.82
622,219,545,5,32861.62,68.67
623,220,191,2,41674.49,24.04
624,221,272,2,48362.07,18.56
625,222,369,4,13099.13,4.31
626,223,491,3,11243.99,4.0
627,223,218,2,48947.08,26.87
628,223,137,4,51582.03,7.75
629,223,216,4,14281.75,4.78
630,223,415,6,20355.05,13.67
631,224,23,3,107.97,5.67
632,224,97,2,17670.77,29.69
633,225,538,2,644.66,9.94
634,226,87,6,53812.28,92.6
635,226,337,3,41414.6,6.05
636,226,276,2,326.43,23.66
637,227,219,2,26006.51,23.37
638,227,159,2,28099.62,93.92
639,228,519,3,1793.8,0.1
640,228,35,5,14358.61,10.05
641,228,408,3,30255.06,63.02
642,228,412,1,2351.85,21.24
643,229,136,4,40556.31,14.2
644,230,519,4,22337.89,25.26
645,230,172,4,926.22,70.66
646,230,439,2,39775.35,84.69
647,231,269,5,18972.17,17.59
648,231,422,1,13133.6,23.1
649,231,73,6,34501.49,8.33
650,231,290,5,15535.48,15.18
651,232,323,-3,16997.53,19.86
652,233,427,3,7994.11,59.05
653,233,447,4,6140.57,17.57
654,234,77,2,344.62,68.51
655,234,107,4,59263.84,4.12
656,234,338,2,58332.93,9.13
657,234,296,4,49619.98,4.85
658,234,348,4,44816.74,1.93
659,235,514,4,32807.57,9.89
660,235,539,5,17478.37,4.95
661,235,145,6,43904.11,7.66
662,235,132,6,18426.25,17.25
663,235,210,5,58115.42,75.3
664,236,528,5,46525.16,88.36
665,236,439,5,322.07,27.55
666,236,455,2,48258.7,54.3
667,237,145,-2,25179.81,31.87
668,237,428,4,24440.49,49.93
669,237,86,5,19416.17,10.75
670,237,394,4,59472.76,47.03
671,237,411,-3,3232.96,10.13
672,238,544,3,23018.61,10.65
673,238,136,2,51708.33,76.98
674,238,299,5,55983.91,80.17
675,238,59,2,24451.5,12.77
676,239,239,-4,14784.51,88.19
677,239,326,3,16140.09,15.38
678,239,482,4,2808.81,21.94
679,239,43,5,32126.98,60.87
680,239,66,3,12834.21,0.36
681,240,68,2,20264.46,26.87
682,240,488,2,36602.63,8.96
683,240,497,1,21300.86,22.55
684,240,499,4,30615.42,17.19
685,241,229,5,45699.97,65.79
686,241,258,-4,43061.9,14.71
687,241,20,1,58169.87,53.04
688,241,345,2,16893.96,0.53
689,242,320,1,33854.93,13.8
690,242,158,3,27670.52,28.67
691,243,317,1,25579.11,90.91
692,244,163,6,36421.79,15.6
693,244,207,4,48378.26,57.06
694,244,4,2,46010.54,89.15
695,244,513,1,21699.61,21.49
696,244,535,3,25257.4,27.84
697,245,102,2,23098.55,59.04
698,245,455,6,54894.02,9.23
699,246,93,2,49417.39,16.89
700,246,480,4,35663.82,42.04
701,246,513,2,27664.08,65.38
702,246,154,1,30204.96,29.42
703,246,302,2,40790.65,1.08
704,247,324,6,16906.02,13.4
705,247,280,3,4329.02,12.62
706,247,459,3,35641.57,81.85
707,247,57,5,41160.89,22.47
708,248,527,3,3578.88,11.09
709,248,68,5,37668.53,82.68
710,248,362,2,33074.59,6.16
711,248,67,1,57573.14,11.96
712,249,244,6,6959.53,20.04
713,249,409,1,20091.0,87.85
714,250,103,5,48947.21,82.75
715,250,159,1,23342.64,28.97
716,250,536,1,2919.81,6.58
717,250,397,2,8724.31,26.8
718,250,101,2,42415.76,25.49
719,251,466,6,25301.32,51.1
720,251,48,4,46998.14,29.9
721,251,249,2,41461.97,48.68
722,252,104,6,13159.42,34.03
723,252,175,1,46081.14,27.15
724,253,131,4,40562.56,15.5
725,253,96,6,15878.11,98.19
726,253,538,5,58314.33,30.86
727,254,53,6,51064.82,53.58
728,254,105,4,37704.33,93.44
729,254,157,5,44644.91,13.14
730,254,233,4,32309.84,4.26
731,255,274,5,24779.62,24.31
732,255,366,1,59381.58,12.7
733,255,437,4,48882.77,21.79
734,256,327,2,30411.31,11.9
735,256,492,5,22026.48,4.81
736,257,450,1,57707.74,6.25
737,257,240,1,49809.0,36.83
738,258,168,3,51286.73,2.07
739,258,233,3,15331.94,43.29
740,258,180,-4,28047.17,29.16
741,259,483,6,44606.33,16.34
742,259,261,6,37663.98,93.19
743,259,399,5,3912.16,1.31
744,259,181,2,4707.66,12.13
745,260,74,3,23257.58,21.16
746,260,294,3,12283.4,13.49
747,260,102,1,7794.84,25.78
748,260,234,5,39899.83,29.13
749,260,308,1,25542.67,10.44
750,261,394,6,7082.85,12.47
751,262,471,4,4769.78,31.34
752,262,127,4,16745.3,27.65
753,262,387,2,50313.39,69.89
754,262,426,2,35344.15,89.96
755,263,449,5,25316.46,74.04
756,263,434,1,27195.14,14.97
757,264,283,3,37045.21,77.69
758,264,414,3,18312.32,36.05
759,264,124,3,48559.33,3.3
760,265,253,2,35114.94,22.05
761,265,502,6,36779.2,58.26
762,265,132,2,29209.46,25.52
763,265,389,3,17987.97,21.63
764,266,332,1,58728.31,23.45
765,266,3,3,55529.04,54.93
766,266,184,4,32053.36,17.18
767,266,343,3,14547.9,25.27
768,266,352,3,43899.78,11.21
769,267,300,1,41831.27,15.78
770,267,203,4,19077.23,87.48
771,267,153,1,35031.46,44.08
772,267,367,6,5776.04,69.84
773,268,515,1,32201.22,2.57
774,268,53,2,19541.89,7.51
775,268,62,4,24811.91,28.36
776,269,498,5,27420.85,67.14
777,270,328,4,24452.11,25.14
778,270,434,2,49335.89,7.33
779,270,309,6,56529.74,74.3
780,270,132,1,3262.35,18.5
781,270,339,5,20180.91,28.27
782,271,335,2,44479.94,78.83
783,272,414,4,6275.5,31.98
784,273,146,2,44437.3,13.57
785,273,20,2,1987.28,86.91
786,273,98,5,39923.87,37.78
787,273,412,-6,57656.73,22.73
788,273,435,1,12543.3,6.27
789,274,104,2,57325.88,21.47
790,274,198,2,15324.36,12.35
791,274,234,3,13073.04,39.97
792,274,179,3,25748.99,26.37
793,274,373,5,11680.27,5.45
794,275,366,6,49274.59,57.28
795,275,254,6,10723.08,6.96
796,275,448,4,5617.7,29.92
797,275,465,4,20017.69,8.03
798,275,485,4,22246.94,63.96
799,276,427,4,16069.4,11.08
800,277,415,2,26547.73,8.12
801,277,380,4,19135.07,20.84
802,278,418,3,54655.91,11.65
803,278,131,5,6285.14,4.7
804,278,348,4,41900.74,5.9
805,278,256,6,13553.87,94.02
806,278,158,3,19778.56,7.39
807,279,27,3,35455.24,60.84
808,279,423,5,4722.12,86.04
809,279,104,6,5089.81,78.16
810,279,403,6,27768.09,2.31
811,279,151,2,22834.42,4.98
812,280,98,3,25474.38,16.62
813,281,144,4,34473.07,97.92
814,282,408,4,19466.55,14.41
815,282,202,5,38006.8,70.25
816,282,305,3,12386.38,17.94
817,283,143,4,15809.64,2.4
818,283,308,6,38557.66,11.5
819,283,12,3,5397.03,29.69
